index	P(0)	P(1)	P(2)	Pw	Cd0(0)	Cd0(1)	Cd0(2)	N(0)	N(1)	N(2)	Cd(0)	Cd(1)	Cd(2)	Cd(3)
877	0.125639	1.37578	-0.0330936	1	0.376262	0.225144	0.137519	0.262677	0.882337	0.39049	0.58	0.403061	0.33872	1
878	0.126008	1.37997	-0.0548895	1	0.389659	0.238398	0.147027	0.215068	0.972529	-0.0890686	0.58	0.403061	0.33872	1
879	0.122658	1.37137	-0.0767469	1	0.445201	0.274677	0.171441	0.138963	0.807596	-0.57313	0.58	0.403061	0.33872	1
880	0.116323	1.35366	-0.0920055	1	0.43752	0.277258	0.171441	0.117815	0.50336	-0.856007	0.58	0.403061	0.33872	1
881	0.1488	1.34992	-0.0143851	1	0.417885	0.270498	0.172465	0.39049	0.551877	0.73685	0.58	0.403061	0.33872	1
882	0.14196	1.36933	-0.032796	1	0.417512	0.267526	0.171441	0.366261	0.835794	0.409025	0.58	0.403061	0.33872	1
883	0.144265	1.37328	-0.0567642	1	0.417885	0.283954	0.171441	0.371971	0.923749	-0.0912444	0.58	0.403061	0.33872	1
884	0.140225	1.36602	-0.076826	1	0.462077	0.293992	0.171441	0.28223	0.76043	-0.584886	0.58	0.403061	0.33872	1
885	0.133126	1.34961	-0.091754	1	0.44313	0.28156	0.160885	0.191104	0.457408	-0.86848	0.58	0.403061	0.33872	1
886	0.157066	1.36144	-0.0321847	1	0.417885	0.280452	0.172049	0.452739	0.778798	0.434166	0.58	0.403061	0.33872	1
887	0.162136	1.36528	-0.0557166	1	0.434326	0.300683	0.181268	0.488823	0.870697	-0.054206	0.58	0.403061	0.33872	1
888	0.157518	1.35977	-0.0749414	1	0.493253	0.330572	0.190733	0.400429	0.735414	-0.546647	0.58	0.403061	0.33872	1
889	0.14941	1.34553	-0.089788	1	0.462077	0.322066	0.195667	0.26248	0.450287	-0.853432	0.58	0.403061	0.33872	1
890	0.118212	1.31115	0.0317359	1	0.419919	0.292867	0.198069	0.589002	0.481009	0.64939	0.58	0.403061	0.33872	1
891	0.133223	1.3187	0.0132663	1	0.438798	0.304306	0.199918	0.614044	0.407263	0.676082	0.58	0.403061	0.33872	1
892	0.129686	1.30221	0.0237029	1	0.445201	0.323143	0.219526	0.827086	0.0929176	0.554341	0.58	0.403061	0.33872	1
893	0.14648	1.32611	-0.00388398	1	0.428053	0.293574	0.198069	0.517811	0.266293	0.812994	0.58	0.403061	0.33872	1
894	0.142613	1.31279	0.0048628	1	0.455748	0.312306	0.208077	0.754053	0.0596754	0.654097	0.58	0.403061	0.33872	1
895	0.138261	1.29927	0.00600531	1	0.463218	0.335318	0.229646	0.850435	-0.236491	0.469928	0.58	0.403061	0.33872	1
896	0.162618	1.3412	-0.015162	1	0.417885	0.275242	0.181357	0.449186	0.43718	0.77917	0.58	0.403061	0.33872	1
897	0.174862	1.3495	-0.0329152	1	0.462076	0.287441	0.171441	0.569713	0.678308	0.464032	0.58	0.403061	0.33872	1
898	0.179328	1.35324	-0.0538469	1	0.484862	0.329538	0.206655	0.636544	0.771221	-0.00538712	0.58	0.403061	0.33872	1
899	0.174096	1.35075	-0.0719968	1	0.508881	0.342903	0.215188	0.553532	0.679584	-0.481423	0.58	0.403061	0.33872	1
900	0.164587	1.34144	-0.0873114	1	0.501068	0.337164	0.198069	0.385604	0.43809	-0.812026	0.58	0.403061	0.33872	1
901	0.149138	1.31026	-0.00476134	1	0.3971	0.270777	0.171441	0.652639	-0.157129	0.741197	0.58	0.403061	0.33872	1
902	0.148116	1.3019	-0.00867478	1	0.401327	0.274157	0.171441	0.522438	-0.408272	0.74858	0.58	0.403061	0.33872	1
903	0.155765	1.31938	-0.00726999	1	0.417885	0.266356	0.171441	0.498719	0.0123121	0.866676	0.58	0.403061	0.33872	1
904	0.18839	1.33558	-0.032594	1	0.462077	0.287441	0.171441	0.654616	0.539488	0.529557	0.58	0.403061	0.33872	1
905	0.192747	1.3394	-0.0511609	1	0.508881	0.323943	0.202153	0.739136	0.670591	0.0631247	0.58	0.403061	0.33872	1
906	0.188639	1.33861	-0.0683312	1	0.503858	0.335436	0.209347	0.672542	0.629603	-0.388955	0.58	0.403061	0.33872	1
907	0.180172	1.33333	-0.0822587	1	0.508881	0.332031	0.198069	0.506052	0.437509	-0.743301	0.58	0.403061	0.33872	1
908	0.156016	1.32578	-0.0942351	1	0.462077	0.287441	0.171441	0.226812	0.141276	-0.963638	0.58	0.403061	0.33872	1
909	0.168512	1.32053	-0.0915192	1	0.462077	0.300544	0.171441	0.306849	0.131321	-0.942655	0.58	0.403061	0.33872	1
910	0.142193	1.32816	-0.0961103	1	0.445574	0.274847	0.150086	0.157549	0.136791	-0.977991	0.58	0.403061	0.33872	1
911	0.126142	1.32989	-0.0986525	1	0.426528	0.272718	0.151755	0.128071	0.120031	-0.984475	0.58	0.403061	0.33872	1
912	0.109549	1.33211	-0.100842	1	0.417885	0.274677	0.170265	0.086558	0.114553	-0.989639	0.58	0.403061	0.33872	1
913	0.093136	1.33383	-0.102275	1	0.445504	0.285595	0.171441	0.0912882	0.111007	-0.989618	0.58	0.403061	0.33872	1
914	0.0775729	1.33588	-0.1033	1	0.457067	0.301064	0.171441	0.134555	0.114203	-0.984303	0.58	0.403061	0.33872	1
915	0.0633309	1.33661	-0.10549	1	0.458385	0.291771	0.171441	0.151572	0.126683	-0.980295	0.58	0.403061	0.33872	1
916	0.046424	1.33586	-0.107825	1	0.462077	0.279443	0.171441	0.105702	0.140578	-0.984411	0.58	0.403061	0.33872	1
917	0.035619	1.3347	-0.108017	1	0.417885	0.248137	0.154397	-0.0453407	0.146611	-0.988155	0.58	0.403061	0.33872	1
918	0.0252472	1.3329	-0.106689	1	0.417885	0.238868	0.125752	-0.136678	0.135705	-0.981276	0.58	0.403061	0.33872	1
919	0.0137728	1.33161	-0.105868	1	0.44812	0.263667	0.147027	-0.103869	0.105233	-0.989008	0.58	0.403061	0.33872	1
920	0	1.33101	-0.104777	1	0.417885	0.2397	0.134585	-4.61512e-08	0.0852085	-0.996363	0.58	0.403061	0.33872	1
921	0	1.27917	0.067647	1	0.462077	0.287669	0.198069	1.63443e-07	0.338848	0.940841	0.58	0.403061	0.33872	1
922	0.00560755	1.27998	0.0691829	1	0.456803	0.2861	0.194867	-0.515203	0.394166	0.761051	0.58	0.403061	0.33872	1
923	0	1.26621	0.0715319	1	0.46513	0.323632	0.201515	1.89596e-07	0.304076	0.952648	0.58	0.403061	0.33872	1
924	0.00323609	1.26643	0.0731227	1	0.462077	0.291883	0.197715	-0.671976	0.305531	0.674611	0.58	0.403061	0.33872	1
925	0	1.25709	0.0740816	1	0.50681	0.338252	0.231957	-2.45755e-07	0.28874	0.957408	0.58	0.403061	0.33872	1
926	0.00187654	1.25764	0.0752789	1	0.462077	0.304987	0.208637	-0.771932	0.252465	0.583423	0.58	0.403061	0.33872	1
927	0	1.24779	0.0768583	1	0.508881	0.341914	0.234063	-1.02317e-06	0.272178	0.962247	0.58	0.403061	0.33872	1
928	0.00108095	1.24789	0.0775622	1	0.472526	0.313209	0.205054	-0.823186	0.19956	0.531545	0.58	0.403061	0.33872	1
929	0	1.23874	0.0794776	1	0.529078	0.363957	0.253638	-1.2158e-07	0.27209	0.962272	0.58	0.403061	0.33872	1
930	0.00114103	1.23899	0.0798472	1	0.476356	0.334754	0.23074	-0.821607	0.152157	0.549373	0.58	0.403061	0.33872	1
931	0	1.22964	0.0821895	1	0.544753	0.378359	0.27502	9.50335e-07	0.26882	0.96319	0.58	0.403061	0.33872	1
932	0.00121586	1.23007	0.0824516	1	0.474085	0.332916	0.235291	-0.652785	0.103407	0.750453	0.58	0.403061	0.33872	1
933	0	1.2069	0.088888	1	0.564712	0.402825	0.296138	2.53605e-07	0.227062	0.97388	0.58	0.403061	0.33872	1
934	0.0054357	1.20713	0.086843	1	0.508881	0.341914	0.23074	-0.349702	0.0150453	0.93674	0.58	0.403061	0.33872	1
935	0	1.18618	0.0916135	1	0.551293	0.373262	0.262906	-9.0756e-08	0.114241	0.993453	0.58	0.403061	0.33872	1
936	0.0188253	1.18431	0.0916161	1	0.5003	0.335122	0.23074	-0.116453	-0.0651974	0.991054	0.58	0.403061	0.33872	1
937	0.0175363	1.29066	0.0718703	1	0.417885	0.267132	0.171441	-0.49687	0.642648	0.583201	0.58	0.403061	0.33872	1
938	0.0103368	1.27876	0.0763168	1	0.451728	0.296882	0.191784	-0.705245	0.477533	0.524015	0.58	0.403061	0.33872	1
939	0.00643249	1.26674	0.0799637	1	0.462077	0.288422	0.198069	-0.836374	0.338539	0.431125	0.58	0.403061	0.33872	1
940	0.00399808	1.25758	0.0817448	1	0.462077	0.295472	0.198069	-0.895723	0.266799	0.355667	0.58	0.403061	0.33872	1
941	0.00183978	1.24802	0.0836367	1	0.462077	0.294158	0.183712	-0.941462	0.182709	0.283312	0.58	0.403061	0.33872	1
942	0.000932512	1.23904	0.0858038	1	0.476087	0.316004	0.240117	-0.965212	0.0497779	0.256688	0.58	0.403061	0.33872	1
943	0.00184223	1.23017	0.0876536	1	0.490929	0.33709	0.23074	-0.925718	-0.0998635	0.364791	0.58	0.403061	0.33872	1
944	0.00918274	1.20856	0.0920029	1	0.498027	0.328355	0.222624	-0.747905	-0.257448	0.611848	0.58	0.403061	0.33872	1
945	0.0231163	1.1903	0.0947292	1	0.491021	0.327778	0.219526	-0.381483	-0.37008	0.847061	0.58	0.403061	0.33872	1
946	0	1.16628	0.09205	1	0.510804	0.365731	0.250158	-3.7312e-08	0.026121	0.999659	0.58	0.403061	0.33872	1
947	0.0192854	1.16358	0.0923913	1	0.483525	0.340592	0.23074	0.0159647	0.0416456	0.999005	0.58	0.403061	0.33872	1
948	0	1.14505	0.0912756	1	0.550331	0.372473	0.256842	-4.12798e-08	0.0140304	0.999901	0.58	0.403061	0.33872	1
949	0.0201291	1.14036	0.0942325	1	0.508881	0.342345	0.231777	-0.0085733	0.0235748	0.999685	0.58	0.403061	0.33872	1
950	0	1.11837	0.0912874	1	0.46513	0.313529	0.214656	4.1623e-08	-0.0550219	0.998485	0.58	0.403061	0.33872	1
951	0.0214385	1.11397	0.0947123	1	0.508881	0.333659	0.222329	-0.0226971	-0.0530585	0.998333	0.58	0.403061	0.33872	1
952	0.038522	1.17245	0.090806	1	0.462077	0.299487	0.198069	0.12988	-0.184492	0.974214	0.58	0.403061	0.33872	1
953	0.0380458	1.16266	0.090861	1	0.469113	0.310522	0.20701	0.221788	0.0435355	0.974123	0.58	0.403061	0.33872	1
954	0.0394581	1.13739	0.0930863	1	0.462077	0.309469	0.219526	0.238996	0.0323094	0.970483	0.58	0.403061	0.33872	1
955	0.041354	1.1122	0.0911307	1	0.491788	0.328386	0.220008	0.2426	-0.037955	0.969384	0.58	0.403061	0.33872	1
956	0.0569056	1.1667	0.08379	1	0.444124	0.295035	0.193906	0.417735	-0.168623	0.892784	0.58	0.403061	0.33872	1
957	0.0617435	1.13793	0.0831205	1	0.46155	0.304574	0.197749	0.489049	0.0414143	0.871272	0.58	0.403061	0.33872	1
958	0.0621033	1.11058	0.0837112	1	0.462077	0.323143	0.23074	0.478821	-0.00651102	0.877888	0.58	0.403061	0.33872	1
959	0.082983	1.16497	0.0647495	1	0.377219	0.253167	0.167323	0.700731	-0.28887	0.652327	0.58	0.403061	0.33872	1
960	0.0830364	1.14095	0.0672585	1	0.431103	0.280777	0.179341	0.698765	0.0353325	0.714478	0.58	0.403061	0.33872	1
961	0.0827986	1.11312	0.0679286	1	0.462077	0.313462	0.198069	0.703908	0.00955212	0.710227	0.58	0.403061	0.33872	1
962	0.105029	1.17145	0.038185	1	0.462077	0.318547	0.219526	0.890507	-0.149537	0.429694	0.58	0.403061	0.33872	1
963	0.100769	1.1449	0.0439242	1	0.462077	0.310496	0.198069	0.879454	-0.0184002	0.475628	0.58	0.403061	0.33872	1
964	0.0978714	1.1186	0.0474425	1	0.462077	0.326474	0.198069	0.875813	-0.00992592	0.482549	0.58	0.403061	0.33872	1
965	0.115756	1.18446	0.00558284	1	0.438297	0.303891	0.19774	0.981514	-0.147025	0.122531	0.58	0.403061	0.33872	1
966	0.111333	1.15419	0.0153837	1	0.462077	0.332618	0.227937	0.979959	-0.0958617	0.174618	0.58	0.403061	0.33872	1
967	0.11627	1.18938	-0.0206194	1	0.462077	0.305548	0.19939	0.974228	-0.185327	-0.128585	0.58	0.403061	0.33872	1
968	0.112907	1.16126	-0.00848112	1	0.462077	0.3111	0.198069	0.977214	-0.180683	-0.111386	0.58	0.403061	0.33872	1
969	0.106931	1.12628	0.0241555	1	0.462077	0.32633	0.198069	0.977681	-0.0749549	0.19627	0.58	0.403061	0.33872	1
970	0.108819	1.13366	0.00284105	1	0.462077	0.310503	0.198069	0.979409	-0.171093	-0.107168	0.58	0.403061	0.33872	1
971	0.126997	1.28073	0.0232937	1	0.49695	0.355995	0.254208	0.94289	-0.0813625	0.323016	0.58	0.403061	0.33872	1
972	0.129825	1.27822	0.00333692	1	0.445201	0.304987	0.208637	0.914696	-0.280981	0.290484	0.58	0.403061	0.33872	1
973	0.123071	1.25871	0.0281327	1	0.417885	0.28746	0.184493	0.996733	-0.0401309	0.0700843	0.58	0.403061	0.33872	1
974	0.122662	1.25163	0.0167379	1	0.417885	0.283149	0.187821	0.991968	-0.117449	0.0469513	0.58	0.403061	0.33872	1
975	0.144064	1.28888	-0.0147403	1	0.401978	0.270498	0.181164	0.581767	-0.576396	0.57386	0.58	0.403061	0.33872	1
976	0.131439	1.26173	-0.0114881	1	0.401978	0.270498	0.181164	0.928929	-0.311615	0.199966	0.58	0.403061	0.33872	1
977	0.140702	1.27914	-0.0241289	1	0.417885	0.280028	0.171441	0.645287	-0.632281	0.428748	0.58	0.403061	0.33872	1
978	0.124287	1.24252	-0.00196615	1	0.444856	0.30919	0.187613	0.976962	-0.17785	0.117957	0.58	0.403061	0.33872	1
979	0.120553	1.2253	0.0208009	1	0.420935	0.305828	0.200051	0.98424	-0.176562	0.00989046	0.58	0.403061	0.33872	1
980	0.120961	1.2199	0.00641321	1	0.462077	0.313441	0.213401	0.983572	-0.143894	0.109	0.58	0.403061	0.33872	1
981	0.11099	1.19577	0.0335773	1	0.420936	0.289898	0.200051	0.945002	-0.30648	0.114201	0.58	0.403061	0.33872	1
982	0.113545	1.19078	0.022214	1	0.462077	0.318547	0.219526	0.957536	-0.181872	0.223714	0.58	0.403061	0.33872	1
983	0.100353	1.17711	0.0478524	1	0.417885	0.276266	0.182412	0.840704	-0.421418	0.340035	0.58	0.403061	0.33872	1
984	0.120764	1.21671	-0.0116367	1	0.459459	0.304571	0.198069	0.985521	-0.168715	0.0168603	0.58	0.403061	0.33872	1
985	0.11927	1.21341	-0.0319012	1	0.446438	0.30877	0.198069	0.964401	-0.215547	-0.153198	0.58	0.403061	0.33872	1
986	0.125335	1.23802	-0.0223949	1	0.439677	0.296157	0.198069	0.970524	-0.241004	0.000597268	0.58	0.403061	0.33872	1
987	0.123139	1.23475	-0.0403013	1	0.462077	0.306703	0.202115	0.942371	-0.272569	-0.194016	0.58	0.403061	0.33872	1
988	0.129997	1.25336	-0.029095	1	0.400901	0.265376	0.171441	0.925506	-0.377655	0.0285403	0.58	0.403061	0.33872	1
989	0.139562	1.27053	-0.0381881	1	0.438372	0.287257	0.183726	0.628628	-0.752785	0.195297	0.58	0.403061	0.33872	1
990	0.126952	1.24976	-0.0473356	1	0.456553	0.315369	0.20616	0.877802	-0.437518	-0.195044	0.58	0.403061	0.33872	1
991	0.137887	1.26843	-0.0531186	1	0.462077	0.318276	0.208657	0.530181	-0.84086	-0.108917	0.58	0.403061	0.33872	1
992	0.00490102	1.24827	0.0899888	1	0.462077	0.304987	0.198069	-0.78353	0.242619	0.572029	0.58	0.403061	0.33872	1
993	0.00403151	1.23947	0.0916694	1	0.462077	0.304987	0.198069	-0.790305	0.109344	0.602877	0.58	0.403061	0.33872	1
994	0.00718883	1.2579	0.0880124	1	0.462077	0.303946	0.198069	-0.769262	0.305607	0.561107	0.58	0.403061	0.33872	1
995	0.0100622	1.26708	0.0867046	1	0.462077	0.296823	0.198069	-0.719733	0.389664	0.574583	0.58	0.403061	0.33872	1
996	0.014387	1.27817	0.0829676	1	0.462077	0.304987	0.198069	-0.60039	0.537446	0.592186	0.58	0.403061	0.33872	1
997	0.0233631	1.28991	0.0782833	1	0.417885	0.269462	0.171441	-0.414635	0.674766	0.610548	0.58	0.403061	0.33872	1
998	0.0401187	1.30232	0.0714578	1	0.417885	0.264258	0.171441	-0.159514	0.76284	0.626602	0.58	0.403061	0.33872	1
999	0.0628882	1.30833	0.0642222	1	0.417885	0.26655	0.171441	0.116975	0.782311	0.611806	0.58	0.403061	0.33872	1
1000	0.0926959	1.30491	0.0555929	1	0.417885	0.2788	0.177822	0.414877	0.688563	0.594776	0.58	0.403061	0.33872	1
1001	0.117646	1.28758	0.0442519	1	0.417885	0.287441	0.183661	0.822302	0.324442	0.467502	0.58	0.403061	0.33872	1
1002	0.00503459	1.23046	0.0932574	1	0.47932	0.318547	0.208637	-0.774385	-0.0557044	0.630258	0.58	0.403061	0.33872	1
1003	0.0120097	1.2099	0.0970776	1	0.47932	0.304987	0.208637	-0.651635	-0.280099	0.704923	0.58	0.403061	0.33872	1
1004	0.0265954	1.19386	0.0979227	1	0.466599	0.339706	0.201422	-0.36029	-0.457637	0.812872	0.58	0.403061	0.33872	1
1005	0.0412997	1.17776	0.0925546	1	0.461945	0.287612	0.197989	0.0168441	-0.438873	0.898391	0.58	0.403061	0.33872	1
1006	0.0593631	1.17205	0.085685	1	0.417885	0.270498	0.171441	0.308493	-0.54715	0.778112	0.58	0.403061	0.33872	1
1007	0.102282	1.18114	0.0556141	1	0.417885	0.273632	0.178733	0.75974	-0.625874	0.176289	0.58	0.403061	0.33872	1
1008	0.114391	1.19998	0.0411509	1	0.417885	0.273897	0.187197	0.896089	-0.434958	-0.0885192	0.58	0.403061	0.33872	1
1009	0.121877	1.22931	0.0280032	1	0.417885	0.283894	0.18174	0.971389	-0.192726	-0.13878	0.58	0.403061	0.33872	1
1010	0.123172	1.26381	0.0388846	1	0.442741	0.317839	0.216339	0.990129	0.0981635	0.100038	0.58	0.403061	0.33872	1
1011	0.123943	1.23218	0.0372399	1	0.417885	0.283149	0.181164	0.989137	-0.0958503	-0.111446	0.58	0.403061	0.33872	1
1012	0.164635	1.31354	-0.0116024	1	0.395556	0.25323	0.158263	0.392763	-0.131752	0.910153	0.58	0.403061	0.33872	1
1013	0.173222	1.33077	-0.0168577	1	0.455749	0.285831	0.171441	0.496856	0.222828	0.838738	0.58	0.403061	0.33872	1
1014	0.159701	1.28775	-0.0193264	1	0.409932	0.268427	0.171441	-0.021856	-0.469934	0.882431	0.58	0.403061	0.33872	1
1015	0.171912	1.29867	-0.0155464	1	0.415897	0.268958	0.171441	0.177792	-0.106545	0.978283	0.58	0.403061	0.33872	1
1016	0.152932	1.2801	-0.0290929	1	0.423986	0.260744	0.171441	-0.0164277	-0.729653	0.68362	0.58	0.403061	0.33872	1
1017	0.149397	1.2727	-0.0408493	1	0.433348	0.292741	0.193077	-0.175567	-0.911789	0.371237	0.58	0.403061	0.33872	1
1018	0.150212	1.2707	-0.0551605	1	0.434154	0.304987	0.198069	-0.262096	-0.964778	-0.0225823	0.58	0.403061	0.33872	1
1019	0.149988	1.31115	-0.0954992	1	0.462077	0.27089	0.171441	0.145482	-0.136384	-0.979915	0.58	0.403061	0.33872	1
1020	0.158435	1.30957	-0.0938929	1	0.462077	0.284758	0.171441	0.174682	-0.155375	-0.972288	0.58	0.403061	0.33872	1
1021	0.136807	1.31084	-0.0968707	1	0.423986	0.272065	0.150364	0.0973051	-0.146098	-0.984473	0.58	0.403061	0.33872	1
1022	0.121071	1.31215	-0.0982308	1	0.417885	0.279478	0.171441	0.069317	-0.187057	-0.9799	0.58	0.403061	0.33872	1
1023	0.105511	1.30962	-0.0984831	1	0.417885	0.274445	0.171441	0.0700767	-0.199842	-0.977319	0.58	0.403061	0.33872	1
1024	0.0888983	1.30916	-0.0981331	1	0.462077	0.307104	0.1742	0.112574	-0.160085	-0.980663	0.58	0.403061	0.33872	1
1025	0.0723776	1.3098	-0.100954	1	0.462077	0.292867	0.171441	0.153467	-0.117588	-0.981132	0.58	0.403061	0.33872	1
1026	0.0523859	1.30899	-0.104929	1	0.417885	0.25644	0.147027	0.136674	-0.104323	-0.985108	0.58	0.403061	0.33872	1
1027	0.0368034	1.30988	-0.107142	1	0.434715	0.266778	0.156236	-0.0112105	-0.0913027	-0.99576	0.58	0.403061	0.33872	1
1028	0.0251475	1.30295	-0.104873	1	0.442224	0.25602	0.147027	-0.160495	-0.0928671	-0.982658	0.58	0.403061	0.33872	1
1029	0.0149622	1.3007	-0.102385	1	0.417885	0.24917	0.147027	-0.179212	-0.127714	-0.975486	0.58	0.403061	0.33872	1
1030	0	1.30034	-0.0993308	1	0.417885	0.255876	0.149602	-3.02852e-08	-0.148331	-0.988938	0.58	0.403061	0.33872	1
1031	0.182895	1.31637	-0.0202261	1	0.462077	0.302627	0.198069	0.394728	0.247423	0.884857	0.58	0.403061	0.33872	1
1032	0.19936	1.31918	-0.0323807	1	0.462077	0.287273	0.171441	0.5703	0.553435	0.607015	0.58	0.403061	0.33872	1
1033	0.206782	1.32223	-0.0478209	1	0.450079	0.294862	0.177457	0.67841	0.720229	0.145016	0.58	0.403061	0.33872	1
1034	0.202848	1.32401	-0.0644036	1	0.462077	0.297804	0.192501	0.66277	0.700253	-0.265296	0.58	0.403061	0.33872	1
1035	0.196116	1.32249	-0.0779574	1	0.499027	0.320418	0.198069	0.528035	0.53085	-0.662855	0.58	0.403061	0.33872	1
1036	0.185293	1.31094	-0.0875226	1	0.462077	0.306388	0.198069	0.302403	0.210719	-0.929597	0.58	0.403061	0.33872	1
1037	0.168794	1.30414	-0.0908121	1	0.462077	0.300544	0.171441	0.142205	-0.057968	-0.988138	0.58	0.403061	0.33872	1
1038	0.151978	1.29897	-0.0914747	1	0.44592	0.268884	0.16246	0.0713951	-0.34906	-0.934377	0.58	0.403061	0.33872	1
1039	0.13617	1.29643	-0.0930269	1	0.417885	0.273045	0.166864	0.120429	-0.466247	-0.876419	0.58	0.403061	0.33872	1
1040	0.120572	1.29387	-0.0919802	1	0.436665	0.290418	0.171441	0.107022	-0.413513	-0.904186	0.58	0.403061	0.33872	1
1041	0.103695	1.29199	-0.0921486	1	0.445201	0.291771	0.171441	0.157772	-0.324754	-0.932546	0.58	0.403061	0.33872	1
1042	0.0864785	1.28718	-0.0953534	1	0.462077	0.304987	0.171441	0.251604	-0.204274	-0.946027	0.58	0.403061	0.33872	1
1043	0.0643749	1.28394	-0.100089	1	0.439332	0.279178	0.167029	0.170098	-0.119064	-0.978208	0.58	0.403061	0.33872	1
1044	0.0469449	1.27827	-0.1009	1	0.423832	0.271804	0.171441	0.08903	-0.157732	-0.98346	0.58	0.403061	0.33872	1
1045	0.0308987	1.27535	-0.102805	1	0.462077	0.287441	0.17296	-0.0901003	-0.170733	-0.981189	0.58	0.403061	0.33872	1
1046	0.0142922	1.26941	-0.0977385	1	0.462077	0.275242	0.171441	-0.237329	-0.199573	-0.950708	0.58	0.403061	0.33872	1
1047	0	1.26795	-0.0941295	1	0.459132	0.282255	0.171441	0	-0.218709	-0.97579	0.58	0.403061	0.33872	1
1048	0.135498	1.28388	-0.0817577	1	0.426019	0.284236	0.171441	0.0935628	-0.618044	-0.780556	0.58	0.403061	0.33872	1
1049	0.120807	1.27657	-0.0811392	1	0.462077	0.316845	0.198069	0.297888	-0.495562	-0.815892	0.58	0.403061	0.33872	1
1050	0.102834	1.2725	-0.0858569	1	0.462077	0.315467	0.198069	0.333733	-0.339033	-0.87959	0.58	0.403061	0.33872	1
1051	0.0864785	1.28718	-0.0953534	1	0.462077	0.304987	0.171441	0.256487	-0.307121	-0.916456	0.58	0.403061	0.33872	1
1052	0.084413	1.2567	-0.0907641	1	0.428816	0.278998	0.171441	0.358752	-0.230758	-0.90446	0.58	0.403061	0.33872	1
1053	0.063513	1.26491	-0.0982596	1	0.445201	0.283149	0.171441	0.161001	-0.173498	-0.971585	0.58	0.403061	0.33872	1
1054	0.103197	1.2527	-0.0789936	1	0.462077	0.321683	0.209974	0.492022	-0.322721	-0.808558	0.58	0.403061	0.33872	1
1055	0.0815955	1.23338	-0.0850589	1	0.417885	0.274677	0.171441	0.399309	-0.314208	-0.861293	0.58	0.403061	0.33872	1
1056	0.0607207	1.23672	-0.0915524	1	0.434154	0.274677	0.171441	0.162722	-0.292536	-0.942308	0.58	0.403061	0.33872	1
1057	0.0417573	1.23696	-0.0939392	1	0.417885	0.269632	0.147027	0.0162486	-0.294077	-0.955644	0.58	0.403061	0.33872	1
1058	0.025351	1.2338	-0.0913472	1	0.417885	0.271608	0.171441	-0.121112	-0.302785	-0.945332	0.58	0.403061	0.33872	1
1059	0.0113896	1.23214	-0.0866886	1	0.462077	0.287441	0.171441	-0.232515	-0.290402	-0.928226	0.58	0.403061	0.33872	1
1060	0	1.23111	-0.0821727	1	0.460297	0.283149	0.171441	9.25518e-08	-0.29067	-0.956823	0.58	0.403061	0.33872	1
1061	0.135933	1.27235	-0.0702728	1	0.417885	0.288523	0.198069	0.311869	-0.795165	-0.520048	0.58	0.403061	0.33872	1
1062	0.148281	1.27292	-0.0708151	1	0.462077	0.309291	0.196628	-0.294664	-0.852829	-0.43111	0.58	0.403061	0.33872	1
1063	0.166493	1.2887	-0.0898727	1	0.458913	0.284456	0.171441	-0.131996	-0.203288	-0.970181	0.58	0.403061	0.33872	1
1064	0.151764	1.28046	-0.0820101	1	0.462077	0.276795	0.171441	-0.258637	-0.566304	-0.782564	0.58	0.403061	0.33872	1
1065	0.118315	1.25016	-0.0658082	1	0.418648	0.305197	0.198565	0.639494	-0.464605	-0.612527	0.58	0.403061	0.33872	1
1066	0.116663	1.23357	-0.0587938	1	0.462077	0.323143	0.23074	0.776474	-0.332584	-0.535235	0.58	0.403061	0.33872	1
1067	0.0999827	1.23254	-0.0718963	1	0.417885	0.277529	0.179396	0.56414	-0.342753	-0.751176	0.58	0.403061	0.33872	1
1068	0.114476	1.21229	-0.0490071	1	0.478358	0.341914	0.23074	0.813361	-0.303652	-0.496226	0.58	0.403061	0.33872	1
1069	0.111661	1.19267	-0.041206	1	0.462077	0.323143	0.198069	0.837452	-0.283342	-0.467323	0.58	0.403061	0.33872	1
1070	0.107829	1.1641	-0.0304713	1	0.462077	0.337164	0.219526	0.859083	-0.279704	-0.428652	0.58	0.403061	0.33872	1
1071	0.0989721	1.21095	-0.0621524	1	0.462077	0.327018	0.23074	0.605771	-0.3289	-0.724476	0.58	0.403061	0.33872	1
1072	0.082283	1.20822	-0.0742144	1	0.462077	0.29563	0.181678	0.443476	-0.322242	-0.836355	0.58	0.403061	0.33872	1
1073	0.0633604	1.20464	-0.0795228	1	0.462077	0.304987	0.184755	0.184767	-0.316489	-0.930428	0.58	0.403061	0.33872	1
1074	0.0972183	1.19029	-0.0555059	1	0.462077	0.32633	0.215544	0.640995	-0.316267	-0.699357	0.58	0.403061	0.33872	1
1075	0.0942084	1.16273	-0.0450097	1	0.462077	0.331085	0.198069	0.692106	-0.310813	-0.651448	0.58	0.403061	0.33872	1
1076	0.0808129	1.18714	-0.0672407	1	0.458122	0.290299	0.172809	0.485657	-0.313741	-0.815907	0.58	0.403061	0.33872	1
1077	0.0800189	1.15956	-0.0560462	1	0.462077	0.302627	0.192624	0.550645	-0.302535	-0.777986	0.58	0.403061	0.33872	1
1078	0.0613826	1.1819	-0.0730367	1	0.417885	0.274287	0.161743	0.246407	-0.292411	-0.924002	0.58	0.403061	0.33872	1
